Country,Date,Local price,Dollar ex,Dollar price,Dollar PPP,Dollar valuation
Taiwan,4/1/01,70,32.9,2.13,27.55905512,-16.23387502
Taiwan,4/1/00,70,30.6,2.29,27.88844622,-8.861286879
Thailand,1/1/16,112,36.22,3.092214246,22.71805274,-37.2776015
Thailand,7/1/15,108,34.0875,3.168316832,22.54697286,-33.8555985
Thailand,1/1/15,99,32.605,3.036344119,20.66805846,-36.61076996
Thailand,7/1/14,99,31.78,3.115166772,20.64650678,-35.03301832
Thailand,1/1/14,96,32.875,2.920152091,20.76049739,-36.85019806
Thailand,7/1/13,89,31.275,2.845723421,19.53182151,-37.54813267
Thailand,1/1/13,87,29.755,2.92387834,19.92033773,-33.05213332
Thailand,7/1/12,82,31.7,2.586750789,18.94858463,-40.22528507
Thailand,1/1/12,78,31.75,2.456692913,18.58372923,-41.46856935
Thailand,7/1/11,70,29.75,2.352941176,17.2201722,-42.11706823
Thailand,7/1/10,70,32.305,2.166847237,18.75,-41.959449
Thailand,1/1/10,70,33.135,2.11256979,19.55307263,-40.98967066
Thailand,7/1/09,64.49,34.165,1.887604273,18.06442577,-47.12593072
Thailand,6/1/08,62,33.36,1.858513189,17.36694678,-47.94080702
Thailand,6/1/07,62,34.455,1.799448556,18.18181818,-47.23024762
Thailand,1/1/07,62,35.3,1.756373938,19.25465839,-45.45422554
Thailand,5/1/06,60,38.445,1.560671089,19.35483871,-49.65577134
Thailand,1/1/06,60,39.755,1.50924412,19.04761905,-52.08748825
Thailand,6/1/05,60,40.53,1.4803849,19.60784314,-51.62140849
Thailand,5/1/04,59,40.8,1.45,20.34482759,-50.1352265
Thailand,4/1/03,59,42.7,1.37,21.77121771,-49.01354166
Thailand,4/1/02,55,43.3,1.27,22.08835341,-48.98763646
Thailand,4/1/01,55,45.5,1.21,21.65354331,-52.40979493
Thailand,4/1/00,55,38,1.45,21.9123506,-42.33591948
Turkey,1/1/16,10.25,3.0096,3.405768208,2.079107505,-30.91748056
Turkey,7/1/15,10.25,2.6457,3.874210984,2.139874739,-19.1187686
Turkey,1/1/15,9.25,2.33345,3.96408751,1.931106472,-17.24243194
Turkey,7/1/14,9.25,2.09125,4.423191871,1.929092805,-7.754079856
Turkey,1/1/14,8.5,2.26155,3.758484225,1.838169039,-18.72083131
Turkey,7/1/13,8.5,1.95745,4.342384224,1.865398683,-4.702613949
Turkey,1/1/13,8.45,1.76875,4.777385159,1.934791423,9.387500958
Turkey,7/1/12,8.25,1.8269,4.515846516,1.906412478,4.352316949
Turkey,1/1/12,6.6,1.86295,3.54276819,1.572469396,-15.5925067
Turkey,7/1/11,6.5,1.72285,3.772818295,1.59901599,-7.187741814
Turkey,7/1/10,5.95,1.5293,3.890668933,1.59375,4.214346433
Turkey,1/1/10,5.65,1.47455,3.831677461,1.578212291,7.030096674
Turkey,7/1/09,5.65,1.55005,3.645043708,1.582633053,2.102064657
Turkey,6/1/08,5.15,1.19275,4.317753092,1.442577031,20.94546475
Turkey,6/1/07,4.75,1.2981,3.659194207,1.392961877,7.307748003
Turkey,1/1/07,4.55,1.40975,3.22752261,1.413043478,0.233621441
Turkey,5/1/06,4.2,1.5415,2.724618878,1.35483871,-12.10906846
Turkey,1/1/06,4.1,1.3365,3.067714179,1.301587302,-2.612248291
Turkey,6/1/05,4,1.369,2.92184076,1.307189542,-4.515007854
Turkey,5/1/04,3950000,1531000,2.58,1362068.966,-11.0340323
Turkey,4/1/03,3750000,1600500,2.28,1383763.838,-13.54177834
Turkey,4/1/02,4000000,1324500,3.06,1606425.703,21.28544378
UAE,1/1/16,13,3.6731,3.53924478,2.636916836,-28.21004504
UAE,7/1/15,13,3.67295,3.539389319,2.713987474,-26.10878248
UAE,1/1/15,13,3.67305,3.539292958,2.713987474,-26.11079419
UAE,7/1/14,13,3.67305,3.539292958,2.711157456,-26.18784237
UAE,1/1/14,12,3.673,3.267084127,2.595062173,-29.34761303
UAE,7/1/13,12,3.673,3.267084127,2.633504023,-28.30100671
UAE,1/1/13,12,3.67305,3.267039654,2.74763279,-25.19478934
UAE,7/1/12,12,3.67295,3.267128602,2.772963605,-24.50309411
UAE,1/1/12,12,3.673,3.267084127,2.859035266,-22.16076052
UAE,7/1/11,12,3.67305,3.267039654,2.95202952,-19.63002082
UAE,7/1/10,11,3.67285,2.994949426,2.946428571,-19.77814037
UAE,1/1/10,11,3.673,2.994827117,3.072625698,-16.34561126
UAE,7/1/09,10,3.673,2.722570106,2.801120448,-23.73753204
UAE,6/1/08,10,3.67285,2.722681297,2.801120448,-23.73441746
UAE,6/1/07,10,3.67285,2.722681297,2.93255132,-20.15597371
UAE,1/1/07,10,3.6726,2.722866634,3.105590062,-15.43892441
UAE,5/1/06,9,3.6726,2.450579971,2.903225806,-20.94903321
UAE,6/1/05,9,3.6725,2.450646698,2.941176471,-19.91350659
Ukraine,1/1/16,36,23.35,1.541755889,7.302231237,-68.72706108
Ukraine,7/1/15,34,21.95,1.548974943,7.098121086,-67.66231852
Ukraine,1/1/15,19,15.822,1.200859563,3.966597077,-74.92986299
Ukraine,7/1/14,19,11.685,1.62601626,3.962460897,-66.08933764
Ukraine,1/1/14,19,8.379,2.267573696,4.108848441,-50.96254397
Ukraine,7/1/13,19,8.155,2.329858982,4.169714704,-48.86922497
Ukraine,1/1/13,19,8.144,2.333005894,4.350418585,-46.58130422
Ukraine,7/1/12,15,8.0855,1.85517284,3.466204506,-57.13061028
Ukraine,1/1/12,17,8.0405,2.114296375,4.05029996,-49.62626752
Ukraine,7/1/11,16.5,7.994,2.064048036,4.05904059,-49.22391055
Ukraine,7/1/10,14.5,7.899,1.835675402,3.883928571,-50.83012316
Ukraine,1/1/10,14,7.66,1.82767624,3.921568627,-48.80458711
Ukraine,7/1/09,14,7.66,1.82767624,3.921568627,-48.80458711
Ukraine,6/1/08,11,4.6,2.391304348,3.081232493,-33.01668493
Ukraine,6/1/07,9.25,5.0275,1.839880656,2.712609971,-46.04455553
Ukraine,1/1/07,9,5.05,1.782178218,2.795031056,-44.65285038
Ukraine,5/1/06,8.5,5.05,1.683168317,2.741935484,-45.70424784
Ukraine,6/1/05,7.25,5.06,1.432806324,2.369281046,-53.17626392
Ukraine,5/1/04,7.25,5.3315,1.359842446,2.5,-53.10888118
United States,1/1/16,4.93,1,4.93,1,0
United States,7/1/15,4.79,1,4.79,1,0
United States,1/1/15,4.79,1,4.79,1,0
United States,7/1/14,4.795,1,4.795,1,0
United States,1/1/14,4.624166667,1,4.624166667,1,0
United States,7/1/13,4.556666667,1,4.556666667,1,0
United States,1/1/13,4.367395833,1,4.367395833,1,0
United States,7/1/12,4.3275,1,4.3275,1,0
United States,1/1/12,4.19722,1,4.19722,1,0
United States,7/1/11,4.065,1,4.065,1,0
United States,7/1/10,3.733333333,1,3.73,1,0
United States,1/1/10,3.58,1,3.58,1,0
United States,7/1/09,3.57,1,3.57,1,0
United States,6/1/08,3.57,1,3.57,1,0
United States,6/1/07,3.41,1,3.41,1,0
United States,1/1/07,3.22,1,3.22,1,0
United States,5/1/06,3.1,1,3.1,1,0
United States,1/1/06,3.15,1,3.15,1,0
United States,6/1/05,3.06,1,3.06,1,0
United States,5/1/04,2.9,1,2.9,1,0
United States,4/1/03,2.71,1,2.71,1,0
United States,4/1/02,2.49,1,2.49,1,0
United States,4/1/01,2.54,1,2.54,1,0
United States,4/1/00,2.51,1,2.51,1,0
Uruguay,1/1/16,113,30.185,3.743581249,22.92089249,-24.06528907
Uruguay,7/1/15,113,27.345,4.13238252,23.5908142,-13.72896619
Uruguay,1/1/15,113,24.425,4.626407369,23.5908142,-3.415295
Uruguay,7/1/14,113,22.97,4.919460165,23.56621481,2.595623888
Uruguay,1/1/14,105,21.38,4.911131899,22.70679402,6.205771829
Uruguay,7/1/13,105,21.085,4.979843491,23.0431602,9.286982238
Uruguay,1/1/13,105,19.28,5.446058091,24.04178692,24.69806491
Uruguay,7/1/12,99,21.87,4.526748971,22.87694974,4.604251212
Uruguay,1/1/12,90,19.45,4.627249357,21.4427645,10.24557582
Uruguay,7/1/11,90,18.45,4.87804878,22.1402214,20.00120001
Uruguay,7/1/10,79,21.1,3.744075829,21.16071429,0.28774543
Uruguay,1/1/10,77,23.17,3.32326284,21.56862745,-6.911405045
Uruguay,7/1/09,61,23.17,2.632714717,17.08683473,-26.25448971
Uruguay,6/1/08,61,19.15,3.18537859,17.08683473,-10.77370896
Uruguay,6/1/07,62,23.945,2.58926707,18.18181818,-24.06841436
Uruguay,1/1/07,55,23.925,2.298850575,17.08074534,-28.60712501
Uruguay,5/1/06,42.28,23.925,1.767189133,13.63870968,-42.99389894
Uruguay,6/1/05,44,24.125,1.823834197,14.37908497,-40.39757526
Uruguay,5/1/04,29.8,29.735,1.002185976,10.27586207,-65.44186289
Venezuela,1/1/16,132,198.6986,0.664322748,26.77484787,-86.52489355
Venezuela,7/1/15,132,197,0.670050761,27.55741127,-86.01146636
Venezuela,1/1/15,132,52.1021,2.533487134,27.55741127,-47.1088281
Venezuela,7/1/14,75,11,6.818181818,15.64129301,42.19357285
Venezuela,1/1/14,45,6.2921,7.151825305,9.73148315,54.66192766
Venezuela,7/1/13,45,6.2921,7.151825305,9.875640088,56.95300596
Venezuela,1/1/13,39,4.29465,9.081065977,8.929806569,107.9286221
Venezuela,7/1/12,34,4.29465,7.91682675,7.856730214,82.94227035
Venezuela,1/1/12,30,4.29465,6.985435367,7.147588166,66.43005054
Venezuela,7/1/11,28,4.29465,6.519739676,6.888068881,60.3871999
Venezuela,6/1/07,7400,2147.3,3.446188236,2170.087977,1.061238604
Venezuela,1/1/07,6800,4125.278,1.648373758,2111.801242,-48.80826838
Venezuela,5/1/06,5701.25,2519.58,2.262777923,1839.112903,-27.00716376
Venezuela,1/1/06,5900,2615.92,2.255420655,1873.015873,-28.39934428
Venezuela,6/1/05,5600,2629.62,2.129585263,1830.065359,-30.40571035
Venezuela,5/1/04,4400,2977,1.48,1517.241379,-49.03455226
Venezuela,4/1/03,3700,1598,2.32,1365.313653,-14.56109805
Venezuela,4/1/02,2500,857,2.92,1004.016064,17.15473329
Vietnam,1/1/16,60000,22467.5,2.67052409,12170.3854,-45.83115435
Vietnam,7/1/15,60000,21810,2.751031637,12526.09603,-42.56718921
Vietnam,1/1/15,60000,21380,2.806361085,12526.09603,-41.41208591
Vietnam,7/1/14,60000,21230,2.826189355,12513.03441,-41.05965892
Vietnam,1/1/14,60000,21090,2.844950213,12975.31087,-38.47647763
